customer_code,signup_date,customer_segment,email,loyalty_id
0032799,06/04/2023,SMB,user32799@example.com,L406721
CUST-0032800,2021/05/05,Consumer,user32800@example.com,L380529
C0032801,14-Jan-2025,Consumer,user32801@example.com,L508725
0032802,2020-02-12,SMB,user32802@example.com,L211413
 C0032803 ,11-Jan-2021,consumer,user32803@example.com,L349748
CUST-0032804,2025/06/04,CONSUMER,user32804@example.com,L377405
0032805,2022/09/04,CONSUMER,user32805@example.com,
cust-0032806,2024/12/18,smb,user32806@example.com,L149637
CUST-0032807,2025/08/03, Enterprise ,,L848491
CUST-0032808,2025/06/15,ENTERPRISE,user32808@example.com,L304848
C0032809,2023/02/16,Enterprise,user32809@example.com,
0032810,2025/04/25,Consumer,user32810@example.com,L120709
C0032811,2025-02-16,consumer,user32811@example.com,L215791
CUST-0032812,11/17/2023,Enterprise,user32812@example.com,L494189
C0032813,24-Aug-2021, Enterprise ,user32813@example.com,L870294
CUST-0032814,2020-10-01, Consumer ,user32814@example.com,L413468
0032815,2023-09-29,SMB,user32815@example.com,L919893
CUST-0032816,06-May-2020,Consumer,user32816@example.com,L923843
C0032817,2020-05-19,Enterprise,user32817@example.com,L196964
C0032818,11/26/2024, Consumer ,user32818@example.com,L577139
C0032819,2020-11-14,consumer,user32819@example.com,L747926
CUST-0032820,2024-12-10,SMB,user32820@example.com,L219265
0032821,2024/09/30,Consumer,user32821@example.com,
C0032822,09/23/2020,smb,user32822@example.com,L648943
0032823,07-Jul-2023, SMB ,user32823@example.com,L266535
 0032824 ,10/01/2025,consumer,user32824@example.com,L799304
CUST-0032825,04/12/2022,ENTERPRISE,user32825@example.com,L960354
0032826,2023/10/09,Consumer,user32826@example.com,L307822
c0032827,06-Nov-2021,Consumer,user32827@example.com,L244764
0032828,2025/06/27,CONSUMER,user32828@example.com,L907701
C0032829,05-May-2023,Enterprise,user32829@example.com,
c0032830,21-Nov-2020,Consumer,user32830@example.com,L301991
C0032831,2021-07-31,SMB,user32831@example.com,
c0032832,2023/06/25,consumer,user32832@example.com,L533158
cust-0032833,31-May-2025,CONSUMER,user32833@example.com,L944332
0032834,2024/05/15, Enterprise ,user32834@example.com,L619903
CUST-0032835,2021-06-24,Enterprise,user32835@example.com,
cust-0032836,02-Aug-2024,Consumer,user32836@example.com,L708852
0032837,2025/10/22,Consumer,user32837@example.com,L936976
0032838,2021/06/10,enterprise,user32838@example.com,L583655
0032839,17-Sep-2021,CONSUMER,user32839@example.com,L249729
c0032840,2020/01/08,Consumer,user32840@example.com,L970260
C0032841,18-Aug-2020,Consumer,user32841@example.com,L474086
0032842,2022-06-27,ENTERPRISE,user32842@example.com,
0032843,08-Jan-2024,ENTERPRISE,user32843@example.com,L526201
C0032844,18-Aug-2022,Enterprise,user32844@example.com,
0032845,07/03/2021,Consumer,user32845@example.com,L527188
 C0032846 ,2023-07-31, Enterprise ,user32846@example.com,L777877
c0032847,11/09/2025,Consumer,user32847@example.com,
CUST-0032848,2023-11-29,Enterprise,user32848@example.com,L233722
 CUST-0032849 ,2023-01-13, Consumer ,user32849@example.com,L187129
CUST-0032850,2024/12/04,Enterprise,user32850@example.com,L382296
CUST-0032851,2025/12/17,CONSUMER,user32851@example.com,L737562
C0032852,2021/10/31, Consumer ,user32852@example.com,L939289
0032853,2023/01/22,smb,user32853@example.com,L450177
C0032854,15-Jul-2021,ENTERPRISE,user32854@example.com,L838736
 0032855 ,2025/08/19,Consumer,user32855@example.com,L843231
C0032856,2023-11-30,Consumer,user32856@example.com,L500265
CUST-0032857,2023/08/20,consumer,user32857@example.com,L193383
C0032858,12/10/2023, Enterprise ,user32858@example.com,L406014
C0032859,2025-03-20,Consumer,user32859@example.com,L533126
CUST-0032860,04-Jan-2021,Consumer,user32860@example.com,L847717
cust-0032861,27-Nov-2024,SMB,user32861@example.com,L649010
0032862,2023-02-18, SMB ,user32862@example.com,L334740
0032863,2024-07-22,Enterprise,user32863@example.com,
C0032864,2020-09-29,ENTERPRISE,user32864@example.com,L956351
cust-0032865,2024/06/18,SMB,user32865@example.com,L132929
 0032866 ,2020-04-17,SMB,user32866@example.com,
C0032867,18-Dec-2025,consumer,user32867@example.com,L947286
CUST-0032868,16-May-2024,consumer,user32868@example.com,
CUST-0032869,2020/12/12,smb,user32869@example.com,L440313
C0032870,2023-06-27,SMB,user32870@example.com,L171090
cust-0032871,12/02/2022,Consumer,user32871@example.com,L770454
CUST-0032872,03/14/2021,Enterprise,user32872@example.com,L127166
C0032873,2025/04/09, SMB ,user32873@example.com,L548917
CUST-0032874,12/07/2021,consumer,user32874@example.com,L570081
CUST-0032875,2025/03/24,smb,user32875@example.com,L533000
CUST-0032876,2020/10/08,CONSUMER,user32876@example.com,L920482
CUST-0032877,18-Jan-2022,consumer,user32877@example.com,L136502
0032878,30-May-2021,Consumer,user32878@example.com,L627316
 C0032879 ,11/23/2023,Enterprise,user32879@example.com,L704068
C0032880,03/02/2020,ENTERPRISE,user32880@example.com,
 0032881 ,2021/07/05,enterprise,user32881@example.com,L741046
C0032882,04/23/2023,Consumer,user32882@example.com,L410917
 0032883 ,2020/03/27,Consumer,,L992182
0032884,06-Aug-2021,Enterprise,user32884@example.com,L622117
C0032885,2024-12-28,SMB,user32885@example.com,L864643
 C0032886 ,15-Feb-2024,consumer,user32886@example.com,L263519
0032887,2020-12-18, Consumer ,user32887@example.com,L137742
CUST-0032888,01/13/2020,smb,user32888@example.com,L826154
cust-0032889,2025/07/01,smb,user32889@example.com,L960930
CUST-0032890,2023-01-06,CONSUMER,user32890@example.com,L545309
C0032891,2020-12-11,CONSUMER,user32891@example.com,L942687
C0032892,2020-08-21,SMB,user32892@example.com,L564012
 C0032893 ,2024-11-27,SMB,user32893@example.com,L626861
 0032894 ,2024-07-02,CONSUMER,user32894@example.com,L152133
C0032895,08-Aug-2025, Consumer ,user32895@example.com,
0032896,2022-11-05,enterprise,user32896@example.com,L678122
cust-0032897,06/16/2021,Enterprise,user32897@example.com,
 CUST-0032898 ,03/05/2020,CONSUMER,user32898@example.com,
C0032899,2025-01-04, SMB ,user32899@example.com,L782576
 CUST-0032900 ,2023/10/03, Consumer ,user32900@example.com,L433315
CUST-0032901,2024-11-22,ENTERPRISE,user32901@example.com,L497450
CUST-0032902,23-Dec-2021,Consumer,user32902@example.com,L653192
CUST-0032903,02-Jan-2025,ENTERPRISE,user32903@example.com,L492694
 0032904 ,2023-11-08,Consumer,user32904@example.com,L311430
CUST-0032905,2020-12-10, SMB ,user32905@example.com,L750887
CUST-0032906,17-Jan-2025,enterprise,user32906@example.com,L350839
0032907,2020-10-30,SMB,user32907@example.com,L260006
 0032908 ,2020/04/18,Consumer,user32908@example.com,L616019
C0032909,10/14/2024,consumer,user32909@example.com,L764710
CUST-0032910,2021-05-15,CONSUMER,user32910@example.com,L634375
CUST-0032911,2023-10-05,Consumer,user32911@example.com,L895567
CUST-0032912,03/17/2024,Enterprise,user32912@example.com,L695546
0032913,07/25/2021,SMB,user32913@example.com,
0032914,2021/05/07,Consumer,user32914@example.com,L550574
0032915,2023/06/28, Enterprise ,user32915@example.com,L826573
CUST-0032916,2020/07/21,Enterprise,user32916@example.com,L119398
cust-0032917,01/14/2022,consumer,user32917@example.com,L283631
 C0032918 ,12-Nov-2024,SMB,user32918@example.com,L751818
C0032919,2021/01/29,consumer,user32919@example.com,L791160
C0032920,11/14/2025, Enterprise ,user32920@example.com,L749533
CUST-0032921,09/17/2023,CONSUMER,user32921@example.com,L468035
0032922,2022/05/18,Consumer,user32922@example.com,L584968
CUST-0032923,2020-09-07,Consumer,user32923@example.com,L205371
0032924,2020/12/03,Consumer,user32924@example.com,L420245
CUST-0032925,2023-11-18,Enterprise,user32925@example.com,
0032926,2020/04/07,smb,user32926@example.com,L517858
 CUST-0032927 ,01/23/2020,smb,user32927@example.com,L903781
CUST-0032928,2025/10/12,SMB,user32928@example.com,L841163
0032929,2020/07/01, Consumer ,user32929@example.com,
cust-0032930,01-Feb-2020,Consumer,user32930@example.com,L911703
C0032931,03-Aug-2022,Enterprise,user32931@example.com,L517212
0032932,12/06/2022, Enterprise ,user32932@example.com,L649670
CUST-0032933,2025/01/01,CONSUMER,user32933@example.com,L196186
 C0032934 ,2024/04/19,Enterprise,user32934@example.com,L390959
 C0032935 ,04-Nov-2025,ENTERPRISE,user32935@example.com,
 0032936 ,2023-09-17,Enterprise,user32936@example.com,
 CUST-0032937 ,27-Apr-2022,Consumer,user32937@example.com,L121975
0032938,2020-02-25,Consumer,user32938@example.com,L388767
CUST-0032939,2022/01/31, Enterprise ,user32939@example.com,L523316
0032940,2025/01/13,Consumer,user32940@example.com,L610718
 C0032941 ,12-Jan-2022,CONSUMER,user32941@example.com,L366417
 CUST-0032942 ,2020-12-29,CONSUMER,user32942@example.com,
c0032943,2025-05-12,Enterprise,user32943@example.com,L236019
0032944,2020/01/29,SMB,user32944@example.com,L816791
CUST-0032945,2021-08-10,Consumer,user32945@example.com,L826948
C0032946,2024/08/24, Enterprise ,user32946@example.com,L431688
0032947,2021-08-03,Enterprise,user32947@example.com,L996412
CUST-0032948,2023/03/25,Consumer,user32948@example.com,L609388
CUST-0032949,31-Dec-2022,SMB,user32949@example.com,L479495
0032950,2022/02/02,consumer,user32950@example.com,L619968
 CUST-0032951 ,09-Mar-2024,CONSUMER,user32951@example.com,L387337
CUST-0032952,2025/11/21,SMB,,L651665
CUST-0032953,30-Aug-2024,ENTERPRISE,user32953@example.com,L715298
0032954,2024-04-28,consumer,user32954@example.com,
CUST-0032955,2025/03/29,CONSUMER,user32955@example.com,L193692
 C0032956 ,09-Dec-2024,SMB,user32956@example.com,L895303
0032957,18-Feb-2021,SMB,user32957@example.com,L120553
C0032958,05/10/2024,Enterprise,user32958@example.com,L304857
C0032959,10/30/2020, SMB ,user32959@example.com,L204386
C0032960,07-Apr-2024,SMB,user32960@example.com,L490528
 0032961 ,2021-09-11, SMB ,user32961@example.com,L347535
 CUST-0032962 ,2022-01-13,consumer,user32962@example.com,L558119
0032963,2023/08/10,CONSUMER,user32963@example.com,L405584
cust-0032964,2022/12/23,Enterprise,user32964@example.com,L665795
0032965,2024/07/16,SMB,user32965@example.com,L878224
CUST-0032966,2023/12/29,Enterprise,user32966@example.com,
CUST-0032967,19-Sep-2024, SMB ,user32967@example.com,L608497
C0032968,07-Apr-2022,SMB,user32968@example.com,L100425
0032969,05/08/2020, Enterprise ,user32969@example.com,L477642
0032970,2020/08/11,CONSUMER,user32970@example.com,L573200
 CUST-0032971 ,06/17/2022,consumer,user32971@example.com,L308823
 CUST-0032972 ,2023-09-02, Enterprise ,user32972@example.com,L621550
CUST-0032973,08/03/2021,Enterprise,user32973@example.com,L137365
0032974,2022-06-11,Consumer,user32974@example.com,L982600
 C0032975 ,12/30/2021, SMB ,user32975@example.com,L714517
 0032976 ,02/13/2025,smb,user32976@example.com,L687886
0032977,09/14/2022,enterprise,user32977@example.com,L312432
cust-0032978,2024/10/21, Consumer ,user32978@example.com,L980048
CUST-0032979,07/16/2020,Consumer,user32979@example.com,L488204
C0032980,15-Apr-2022,consumer,user32980@example.com,L817036
0032981,2025/02/08,Enterprise,user32981@example.com,L793490
C0032982,10/26/2022,consumer,user32982@example.com,L561465
0032983,07-Jan-2024,Consumer,user32983@example.com,L215353
c0032984,2022-05-24,ENTERPRISE,user32984@example.com,L438214
 0032985 ,03-Jan-2022,SMB,user32985@example.com,L878521
C0032986,02/28/2022, Consumer ,user32986@example.com,L199118
CUST-0032987,2022-05-28,SMB,user32987@example.com,L965048
 0032988 ,2020/02/20,Consumer,user32988@example.com,L502702
 CUST-0032989 ,2020-01-29, Enterprise ,user32989@example.com,L857370
C0032990,2024/10/25, Consumer ,,L473159
CUST-0032991,15-Oct-2023,SMB,user32991@example.com,L519298
CUST-0032992,2022-03-01,Consumer,user32992@example.com,L111414
CUST-0032993,2024/04/02,Consumer,user32993@example.com,L800270
 C0032994 ,07/25/2024,Consumer,user32994@example.com,L842503
C0032995,2021/06/07,consumer,user32995@example.com,L324342
cust-0032996,08/27/2023,SMB,user32996@example.com,
CUST-0032997,2022/09/08, Consumer ,user32997@example.com,L817628
0032998,10/18/2023,CONSUMER,user32998@example.com,L359044
cust-0032999,11/24/2020,Enterprise,user32999@example.com,L220298
 CUST-0033000 ,05/21/2022, Consumer ,user33000@example.com,L662663
0033001,2020-10-30,CONSUMER,user33001@example.com,
CUST-0033002,05/05/2020,SMB,user33002@example.com,L320685
CUST-0033003,02-Jun-2025,Consumer,user33003@example.com,L952098
C0033004,2020/11/28, SMB ,user33004@example.com,
 CUST-0033005 ,01-Oct-2023,consumer,user33005@example.com,L787798
C0033006,2025/05/27,CONSUMER,user33006@example.com,L193573
CUST-0033007,2023-07-20, SMB ,user33007@example.com,L859791
 C0033008 ,2022-05-27,CONSUMER,user33008@example.com,L970623
CUST-0033009,03/06/2020,consumer,user33009@example.com,
 0033010 ,02/25/2022, SMB ,user33010@example.com,L801756
0033011,05-Feb-2022,Enterprise,user33011@example.com,
0033012,16-Nov-2020,SMB,user33012@example.com,L386461
cust-0033013,11/13/2021,SMB,user33013@example.com,L774813
0033014,04/10/2022,SMB,user33014@example.com,L677166
 0033015 ,03-Nov-2020,CONSUMER,user33015@example.com,L329650
C0033016,01/07/2023,SMB,user33016@example.com,L762357
0033017,07/21/2020,SMB,user33017@example.com,L255450
CUST-0033018,29-Jan-2024,Enterprise,user33018@example.com,L717316
 C0033019 ,01/16/2020, Consumer ,user33019@example.com,L821904
C0033020,08/13/2025,Consumer,user33020@example.com,L606559
C0033021,03/21/2022,Consumer,user33021@example.com,L351155
CUST-0033022,07/03/2025,Enterprise,user33022@example.com,L863315
0033023,29-Feb-2020,SMB,user33023@example.com,
CUST-0033024,05/08/2021,Enterprise,user33024@example.com,L610487
CUST-0033025,23-Sep-2020, SMB ,user33025@example.com,L577135
C0033026,2022/05/25, Enterprise ,user33026@example.com,
cust-0033027,07/08/2025, Consumer ,user33027@example.com,
0033028,09-Sep-2022,SMB,user33028@example.com,L697857
c0033029,2020-07-01, Consumer ,user33029@example.com,L782472
cust-0033030,2022-07-25,CONSUMER,user33030@example.com,L840448
CUST-0033031,2021/07/25,consumer,user33031@example.com,L121586
cust-0033032,06-Apr-2021, SMB ,user33032@example.com,
CUST-0033033,03-Nov-2025,CONSUMER,user33033@example.com,L608219
CUST-0033034,2020-02-08,smb,user33034@example.com,L234263
 C0033035 ,30-Aug-2024,SMB,user33035@example.com,L158742
0033036,2024-09-22,Enterprise,user33036@example.com,
cust-0033037,2025/10/08,SMB,user33037@example.com,L364900
cust-0033038,12-Mar-2023,Consumer,user33038@example.com,L270986
 0033039 ,01/06/2023,CONSUMER,user33039@example.com,L412474
 CUST-0033040 ,27-Jan-2021,CONSUMER,user33040@example.com,L531840
C0033041,01/02/2022,Enterprise,user33041@example.com,L330527
0033042,2021-04-24,consumer,user33042@example.com,L950321
0033043,29-Apr-2021,SMB,user33043@example.com,L275273
c0033044,08-Jun-2022,Consumer,user33044@example.com,L542898
CUST-0033045,27-Mar-2022,Consumer,user33045@example.com,L818525
C0033046,11/03/2022,Enterprise,user33046@example.com,L900013
0033047,06/10/2020,Consumer,user33047@example.com,L969569
C0033048,08/16/2022,consumer,user33048@example.com,L683106
C0033049,02/10/2025,smb,user33049@example.com,
CUST-0033050,2022-03-06,SMB,user33050@example.com,
CUST-0033051,2024-05-22,Consumer,user33051@example.com,
CUST-0033052,2023-09-22,smb,user33052@example.com,L678422
0033053,12/03/2024,SMB,user33053@example.com,
CUST-0033054,23-Nov-2025,CONSUMER,user33054@example.com,L161741
c0033055,2020/12/14,CONSUMER,user33055@example.com,L113399
0033056,2021/07/30, Consumer ,user33056@example.com,L430358
CUST-0033057,09/11/2020,SMB,user33057@example.com,L815855
C0033058,10/07/2022,Consumer,user33058@example.com,L168360
0033059,26-Apr-2022,enterprise,user33059@example.com,L214112
CUST-0033060,2021-01-08,Enterprise,,L239101
cust-0033061,05/16/2022,smb,user33061@example.com,L863872
0033062,2022/07/02,ENTERPRISE,user33062@example.com,
c0033063,16-Aug-2025,Enterprise,user33063@example.com,L980509
0033064,12/25/2025,SMB,user33064@example.com,L586821
c0033065,2024-10-30,ENTERPRISE,user33065@example.com,L263301
0033066,2025/11/19,ENTERPRISE,user33066@example.com,L506991
C0033067,2024-10-06,smb,user33067@example.com,L665470
 CUST-0033068 ,2021-03-29,Consumer,user33068@example.com,
cust-0033069,2021-03-25, SMB ,user33069@example.com,L671448
C0033070,21-Jul-2021,Enterprise,user33070@example.com,L107301
0033071,2023/01/10, Enterprise ,user33071@example.com,L189931
 0033072 ,2022/10/05,ENTERPRISE,user33072@example.com,L885143
C0033073,2023-12-25, Consumer ,user33073@example.com,L394991
cust-0033074,25-Sep-2024,Consumer,user33074@example.com,L714923
CUST-0033075,17-May-2021,SMB,user33075@example.com,L564583
 0033076 ,21-Aug-2024, SMB ,user33076@example.com,L283499
CUST-0033077,2021-01-17,SMB,user33077@example.com,L445147
C0033078,2023-01-01,Consumer,user33078@example.com,L813897
0033079,19-Sep-2020, SMB ,user33079@example.com,L578256
CUST-0033080,02/18/2021,Consumer,user33080@example.com,L238617
 CUST-0033081 ,2020-04-08,Consumer,user33081@example.com,
 CUST-0033082 ,2022-07-17,Enterprise,user33082@example.com,
0033083,2024/05/31,SMB,user33083@example.com,L738716
C0033084,01-Jun-2021,enterprise,user33084@example.com,L847733
C0033085,2025-09-17,Enterprise,user33085@example.com,L559747
C0033086,2025/03/18,SMB,user33086@example.com,L356192
0033087,05-Jan-2025,smb,user33087@example.com,L657796
C0033088,2020/10/31,smb,user33088@example.com,L339833
0033089,2023-05-14,CONSUMER,user33089@example.com,L153818
CUST-0033090,2024/05/07, SMB ,user33090@example.com,L790916
0033091,2023/04/28, Enterprise ,user33091@example.com,L802237
CUST-0033092,2022/03/02,Enterprise,user33092@example.com,L149921
CUST-0033093,2021/02/09,SMB,user33093@example.com,L927504
0033094,11/16/2024, Consumer ,user33094@example.com,L820919
CUST-0033095,2022-02-01,ENTERPRISE,user33095@example.com,L692107
CUST-0033096,2022/01/11,consumer,,L455058
0033097,2021-07-10,consumer,user33097@example.com,L276142
CUST-0033098,05/09/2025,Consumer,user33098@example.com,L490664
cust-0033099,2021-04-06,smb,user33099@example.com,L202095
 CUST-0033100 ,2024/07/30,CONSUMER,user33100@example.com,L460262
C0033101,2020-08-22,SMB,user33101@example.com,L730700
 0033102 ,2021/01/11,ENTERPRISE,user33102@example.com,L604827
CUST-0033103,24-Apr-2021,SMB,user33103@example.com,L584777
0033104,2021-09-04,CONSUMER,user33104@example.com,L483437
cust-0033105,08-Dec-2020,SMB,user33105@example.com,L368699
CUST-0033106,03-Feb-2020,ENTERPRISE,user33106@example.com,L598768
0033107,08/21/2022,CONSUMER,user33107@example.com,L468776
CUST-0033108,2023/05/03,Consumer,user33108@example.com,L421902
CUST-0033109,2025/08/15,consumer,user33109@example.com,L395148
0033110,07/17/2022,ENTERPRISE,user33110@example.com,L527856
 CUST-0033111 ,2022/10/06,Enterprise,user33111@example.com,L220666
C0033112,04-Aug-2025,SMB,user33112@example.com,L964525
 0033113 ,05/05/2022,Consumer,user33113@example.com,
C0033114,2023/07/16,Consumer,user33114@example.com,L666961
C0033115,22-Apr-2024, SMB ,user33115@example.com,L766598
CUST-0033116,03/29/2022,Consumer,user33116@example.com,L947142
CUST-0033117,03-Dec-2023,CONSUMER,user33117@example.com,L656522
C0033118,2024/11/06,Enterprise,,L632014
0033119,11/05/2024,consumer,user33119@example.com,L576147
cust-0033120,02-Aug-2020, SMB ,user33120@example.com,L872376
CUST-0033121,2024/01/17,Consumer,user33121@example.com,L262216
 C0033122 ,2021-11-07,SMB,user33122@example.com,L123823
C0033123,2023-12-08, Enterprise ,user33123@example.com,L986870
0033124,2024-10-19,Consumer,user33124@example.com,L805082
CUST-0033125,19-Feb-2025, Consumer ,user33125@example.com,L176989
0033126,2025-10-10,Consumer,user33126@example.com,L884811
C0033127,08-May-2020,ENTERPRISE,user33127@example.com,
C0033128,2024-05-24,Enterprise,user33128@example.com,L832404
CUST-0033129,2020/11/26,Consumer,user33129@example.com,L504216
CUST-0033130,10/03/2022, SMB ,user33130@example.com,L216503
CUST-0033131,05/21/2022,Consumer,user33131@example.com,L184483
C0033132,04-Jul-2024,ENTERPRISE,user33132@example.com,L280896
0033133,2020-05-09,Consumer,user33133@example.com,
0033134,2024-08-07, Consumer ,user33134@example.com,L266355
CUST-0033135,09/21/2025,Consumer,user33135@example.com,L704460
c0033136,2021/11/01,SMB,user33136@example.com,L977516
cust-0033137,11/21/2025,Consumer,user33137@example.com,L821582
0033138,01-Apr-2020,Consumer,user33138@example.com,L626616
C0033139,2023/01/19,Consumer,,L109730
 C0033140 ,25-Nov-2020,Consumer,user33140@example.com,L928749
0033141,13-Aug-2021,enterprise,user33141@example.com,L842774
 CUST-0033142 ,2025-04-22,enterprise,user33142@example.com,L828159
 CUST-0033143 ,17-Jul-2022,ENTERPRISE,user33143@example.com,L150481
0033144,11/28/2024,Consumer,user33144@example.com,L248398
C0033145,2024-09-18,Enterprise,user33145@example.com,L720419
 0033146 ,08/30/2021,consumer,user33146@example.com,L722191
C0033147,2021/12/07,CONSUMER,user33147@example.com,L273540
0033148,2020/09/22, Consumer ,user33148@example.com,L888248
0033149,16-Jul-2025,SMB,user33149@example.com,L992790
CUST-0033150,15-Jul-2022, Consumer ,user33150@example.com,L321576
C0033151,11/22/2023,SMB,user33151@example.com,L496660
0033152,05/24/2025,smb,user33152@example.com,L270393
0033153,29-May-2022,Consumer,user33153@example.com,L533689
0033154,2025-04-13,Consumer,user33154@example.com,L183081
0033155,06/11/2024,CONSUMER,user33155@example.com,
cust-0033156,2024-05-01,consumer,user33156@example.com,L784154
 C0033157 ,2022/09/02,SMB,user33157@example.com,
C0033158,02-Aug-2022,Enterprise,user33158@example.com,L250468
0033159,12-Jan-2025, SMB ,user33159@example.com,
0033160,11-Jul-2024,ENTERPRISE,user33160@example.com,L745223
C0033161,09/28/2024,Consumer,user33161@example.com,L680102
CUST-0033162,04-Aug-2025,SMB,user33162@example.com,
 0033163 ,04/27/2020,Consumer,user33163@example.com,
C0033164,11/10/2022,SMB,user33164@example.com,L833441
 0033165 ,2025-02-20,SMB,user33165@example.com,L511625
C0033166,2024/04/22,Enterprise,user33166@example.com,L780945
 0033167 ,12/29/2020,Consumer,user33167@example.com,L236827
0033168,13-Jun-2022, Consumer ,user33168@example.com,L369680
C0033169,2025-07-12,Enterprise,user33169@example.com,L154080
CUST-0033170,2023-05-06,smb,user33170@example.com,L376630
 C0033171 ,21-Jul-2023,Enterprise,user33171@example.com,L372151
CUST-0033172,2025/09/11,enterprise,user33172@example.com,L819574
0033173,18-Jan-2020,Enterprise,user33173@example.com,
 CUST-0033174 ,2021-08-11,SMB,user33174@example.com,L800688
C0033175,2022/05/08, Enterprise ,user33175@example.com,L802863
C0033176,03/09/2025, SMB ,user33176@example.com,L200732
CUST-0033177,2024/10/19,SMB,user33177@example.com,L385344
 C0033178 ,2022-09-05,Consumer,user33178@example.com,L760839
0033179,05/30/2022,Enterprise,user33179@example.com,L992054
CUST-0033180,2021/11/05,Consumer,user33180@example.com,L280213
0033181,11-Sep-2024,CONSUMER,user33181@example.com,L998100
0033182,04/13/2020,SMB,user33182@example.com,
 0033183 ,2022-08-19,smb,user33183@example.com,L498577
CUST-0033184,2021-05-08,Consumer,user33184@example.com,L391697
 C0033185 ,2022-12-15,enterprise,user33185@example.com,L248326
0033186,2023/12/15,SMB,user33186@example.com,L593401
C0033187,09/15/2023,SMB,user33187@example.com,L515517
0033188,2020/04/04,enterprise,user33188@example.com,
0033189,2023-10-12,Consumer,user33189@example.com,L249922
C0033190,2024/05/01,Consumer,user33190@example.com,L856591
c0033191,03/09/2023,CONSUMER,user33191@example.com,L905050
 C0033192 ,02-Sep-2020, Consumer ,,L891437
0033193,14-Sep-2024,Consumer,user33193@example.com,L391731
CUST-0033194,12/13/2020, Consumer ,user33194@example.com,L782357
c0033195,2021-12-19, Consumer ,user33195@example.com,L719388
C0033196,2021/11/27,SMB,user33196@example.com,L348090
CUST-0033197,12/24/2024,Consumer,user33197@example.com,L807460
 CUST-0033198 ,2024/01/05,Enterprise,user33198@example.com,L533588
CUST-0033199,2023/03/31,CONSUMER,user33199@example.com,L828872
0033200,11/05/2021,Consumer,user33200@example.com,L687180
CUST-0033201,05/18/2023, SMB ,user33201@example.com,
0033202,2021/01/17, Enterprise ,user33202@example.com,
CUST-0033203,2022/05/01,SMB,,L987556
C0033204,2024/10/05,ENTERPRISE,user33204@example.com,L961658
0033205,19-Mar-2021,consumer,user33205@example.com,L938998
CUST-0033206,2024-07-15,Enterprise,user33206@example.com,L132770
C0033207,03-Feb-2021, Enterprise ,user33207@example.com,L912024
C0033208,06/21/2025, Consumer ,user33208@example.com,L284502
CUST-0033209,2024/08/24,consumer,user33209@example.com,L429463
cust-0033210,01/06/2022, SMB ,user33210@example.com,L417789
0033211,2023-05-04,Enterprise,user33211@example.com,L389867
C0033212,11/20/2024,Enterprise,user33212@example.com,L548546
cust-0033213,08/20/2024,SMB,user33213@example.com,L116216
 CUST-0033214 ,18-Nov-2025,CONSUMER,user33214@example.com,L424663
C0033215,2022-06-07,Consumer,user33215@example.com,L901581
0033216,2020/01/16,SMB,user33216@example.com,L657617
0033217,2020-09-01,Enterprise,user33217@example.com,
 CUST-0033218 ,2021/03/16,smb,user33218@example.com,L887190
cust-0033219,03/18/2021,smb,user33219@example.com,L519129
C0033220,2020/10/03, Enterprise ,user33220@example.com,L155515
0033221,2022/11/21,CONSUMER,user33221@example.com,L217980
 C0033222 ,01/20/2024,smb,user33222@example.com,L541489
 CUST-0033223 ,2022-12-05,Consumer,user33223@example.com,L810438
0033224,17-Jun-2024,SMB,user33224@example.com,L347497
C0033225,11/21/2021,Enterprise,user33225@example.com,L450708
0033226,2020/08/07,Enterprise,user33226@example.com,L283370
 C0033227 ,2024/01/31, SMB ,user33227@example.com,L549255
CUST-0033228,04-Oct-2025,SMB,user33228@example.com,L588904
0033229,04/19/2024,Enterprise,user33229@example.com,L752796
 C0033230 ,08/05/2022, Enterprise ,user33230@example.com,L872172
C0033231,2021-11-24, Consumer ,user33231@example.com,L714530
 CUST-0033232 ,2025-05-26,smb,user33232@example.com,L826680
 C0033233 ,2025-06-24,CONSUMER,user33233@example.com,L897640
C0033234,2022-06-06,SMB,user33234@example.com,
0033235,2023/09/20,Enterprise,user33235@example.com,L534819
0033236,08-Jul-2024,SMB,user33236@example.com,L285209
C0033237,2020/08/19,SMB,user33237@example.com,L239771
C0033238,05-May-2024,SMB,user33238@example.com,L478700
 0033239 ,2020-07-10,SMB,user33239@example.com,
cust-0033240,2025-08-13,Enterprise,user33240@example.com,L126546
CUST-0033241,2023/09/28,CONSUMER,user33241@example.com,L444609
 0033242 ,07/19/2025,SMB,user33242@example.com,L635870
C0033243,2020/08/16,consumer,user33243@example.com,L521174
 C0033244 ,25-Oct-2022,Enterprise,user33244@example.com,L501923
CUST-0033245,05-Aug-2022,SMB,user33245@example.com,L885390
 0033246 ,2021-05-15,SMB,user33246@example.com,L636133
0033247,11/29/2024,consumer,user33247@example.com,L646317
C0033248,2023-08-24,CONSUMER,user33248@example.com,L255025
CUST-0033249,2025-12-10,Enterprise,user33249@example.com,L140383
 C0033250 ,20-Nov-2022,CONSUMER,user33250@example.com,L482165
CUST-0033251,2021/11/24, SMB ,user33251@example.com,L688809
CUST-0033252,07/23/2020,consumer,user33252@example.com,L221566
 C0033253 ,2022/03/23,SMB,,
0033254,2023-08-08,CONSUMER,user33254@example.com,L921352
0033255,2021-06-25, Enterprise ,,L126530
